strain	date	iso_year	iso_week_nr	iso_week	S1_mutations	clade_membership	country	country_exposure	division	division_exposure	emerging_lineage	lineage	mutational_fitness	recency	region	region_exposure	author	accession	Health_region	location	originating_lab	submitting_lab	logistic_growth	Representative_sampling
Portugal/PT27156/2022	2022-02-01	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.85	3-7 days ago	Europe	Europe	INSA		LX V TEJO	Abrantes	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT24947/2022	2022-01-02	2021	52	2021W52	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27404/2022	2022-02-01	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1	0.85	3-7 days ago	Europe	Europe	INSA		CENTRO	Soure	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT24950/2022	2022-01-03	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25495/2022	2022-01-09	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		NORTE	Guimaraes	H Guimaraes	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25386/2022	2022-01-09	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25397/2022	2022-01-11	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27650/2022	2022-02-06	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1	0.85	New	Europe	Europe	INSA		ALENTEJO	Arraiolos	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27038/2022	2022-01-31	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.85	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27471/2022	2022-02-01	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Guarda	Guarda	B.1.1.529 (Omicron)	BA.1	0.85	3-7 days ago	Europe	Europe	INSA		CENTRO	Manteigas	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26144/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		NORTE	Lamego	CHTMAD - Vila Real	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25948/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT28026/2022	2022-02-08	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.88	New	Europe	Europe	INSA		ALENTEJO	Ferreira do Alentejo	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25124/2022	2022-01-02	2021	52	2021W52	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25277/2022	2022-01-03	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Madeira	Madeira	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		MADEIRA-RA	Santa Cruz	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26107/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		ALGARVE	Sao Bras de Alportel	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25092/2022	2022-01-02	2021	52	2021W52	27.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.84	Older	Europe	Europe	INSA		LX V TEJO	Santarem	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27837/2022	2022-02-06	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.85	New	Europe	Europe	INSA		LX V TEJO	Cartaxo	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27838/2022	2022-02-06	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.84	New	Europe	Europe	INSA		LX V TEJO	Salvaterra de Magos	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26665/2022	2022-01-23	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.84	One week ago	Europe	Europe	INSA		NORTE	Matosinhos	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27649/2022	2022-02-07	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	New	Europe	Europe	INSA		LX V TEJO	Amadora	H Fernando Fonseca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT23975/2021	2021-12-20	2021	51	2021W51	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		LX V TEJO	Loures	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27617/2022	2022-02-07	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1	0.85	New	Europe	Europe	INSA		CENTRO	Coimbra	LAC UCoimbra	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26347/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		LX V TEJO	Amadora	CHLN	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25326/2022	2022-01-04	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		LX V TEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27854/2022	2022-02-07	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Leiria	Leiria	B.1.1.529 (Omicron)	BA.1	0.84	New	Europe	Europe	INSA		LX V TEJO	Caldas da Rainha	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26410/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		NORTE	Matosinhos	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT24426/2021	2021-12-28	2021	52	2021W52	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		ALGARVE	Faro	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25706/2022	2022-01-10	2022	2	2022W02	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25517/2022	2022-01-10	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Leiria	Leiria	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		CENTRO	Leiria	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27264/2022	2022-02-01	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Aveiro	Aveiro	B.1.1.529 (Omicron)	BA.1	0.84	3-7 days ago	Europe	Europe	INSA		CENTRO	Santa Maria da Feira	CHEDV	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT24867/2022	2022-01-02	2021	52	2021W52	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		LX V TEJO	Loures	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25307/2022	2022-01-02	2021	52	2021W52	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		LX V TEJO	Sintra	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25389/2022	2022-01-09	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT24902/2022	2022-01-04	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		LX V TEJO	Sintra	H Fernando Fonseca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26343/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		LX V TEJO	Setubal	CHLN	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT24903/2022	2022-01-04	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		LX V TEJO	Sintra	H Fernando Fonseca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT24917/2022	2022-01-03	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		CENTRO	Coimbra	LAC UCoimbra	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25337/2022	2022-01-08	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		LX V TEJO	Sintra	H Fernando Fonseca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27140/2022	2022-01-31	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	3-7 days ago	Europe	Europe	INSA		LX V TEJO	Lisboa	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26502/2022	2022-01-25	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.84	One week ago	Europe	Europe	INSA		LX V TEJO	Sintra	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27173/2022	2022-01-30	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Portalegre	Portalegre	B.1.1.529 (Omicron)	BA.1	0.85	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Castelo de Vide	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26403/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		ALENTEJO	Evora	ADR Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27388/2022	2022-02-01	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1	0.86	3-7 days ago	Europe	Europe	INSA		NORTE	Vila Nova de Famalicao	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26317/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		LX V TEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT25984/2022	2022-01-15	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		LX V TEJO	Amadora	H Fernando Fonseca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT27605/2022	2022-02-07	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1	0.84	New	Europe	Europe	INSA		CENTRO	Coimbra	LAC UCoimbra	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26905/2022	2022-01-24	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	One week ago	Europe	Europe	INSA		LX V TEJO	Amadora	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT26897/2022	2022-01-25	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.85	One week ago	Europe	Europe	INSA		NORTE	Porto	CHU Sao Joao, Porto	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.54	Weekly
Portugal/PT23534/2021	2021-12-06	2021	49	2021W49	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		ALENTEJO	Cuba	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24418/2021	2021-12-26	2021	51	2021W51	27.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		LX V TEJO	Benavente	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25232/2022	2022-01-03	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		ALGARVE	Loule	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25041/2022	2022-01-04	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		CENTRO	Figueira da Foz	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25741/2022	2022-01-09	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		LX V TEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT24502/2021	2021-12-28	2021	52	2021W52	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		ALENTEJO	Mertola	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT24507/2021	2021-12-28	2021	52	2021W52	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.85	Older	Europe	Europe	INSA		ALENTEJO	Mertola	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25320/2022	2022-01-03	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.84	Older	Europe	Europe	INSA		LX V TEJO	Sesimbra	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT26325/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		LX V TEJO	Sesimbra	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25907/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		LX V TEJO	Santarem	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT27137/2022	2022-01-31	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	3-7 days ago	Europe	Europe	INSA		LX V TEJO	Lisboa	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25297/2022	2022-01-03	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1	0.88	Older	Europe	Europe	INSA		ALENTEJO	Evora	ADC Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT24889/2022	2022-01-04	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.88	Older	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT26164/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Portalegre	Portalegre	B.1.1.529 (Omicron)	BA.1	0.87	One month ago	Europe	Europe	INSA		ALENTEJO	Portalegre	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT26597/2022	2022-01-25	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Portalegre	Portalegre	B.1.1.529 (Omicron)	BA.1	0.87	One week ago	Europe	Europe	INSA		ALENTEJO	Castelo de Vide	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT26180/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Guarda	Guarda	B.1.1.529 (Omicron)	BA.1	0.87	One month ago	Europe	Europe	INSA		CENTRO	Guarda	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT28129/2022	2022-02-08	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.87	New	Europe	Europe	INSA		LX V TEJO	Ourem	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25358/2022	2022-01-09	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.97	One month ago	Europe	Europe	INSA		ALENTEJO	Odemira	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25365/2022	2022-01-10	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.97	One month ago	Europe	Europe	INSA		ALENTEJO	Odemira	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25448/2022	2022-01-09	2022	1	2022W01	26.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		ALGARVE	Silves	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT26841/2022	2022-01-24	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.88	One week ago	Europe	Europe	INSA		ALGARVE	Olhao	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25469/2022	2022-01-11	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.88	One month ago	Europe	Europe	INSA		ALGARVE	Portimao	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT26117/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.88	One month ago	Europe	Europe	INSA		ALGARVE	Loule	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT27167/2022	2022-01-31	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.88	3-7 days ago	Europe	Europe	INSA		LX V TEJO	Amadora	H Fernando Fonseca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT26667/2022	2022-01-24	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.88	One week ago	Europe	Europe	INSA		NORTE	Gondomar	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25442/2022	2022-01-09	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.88	One month ago	Europe	Europe	INSA		ALGARVE	Lagos	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT26212/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.90	One month ago	Europe	Europe	INSA		ACORES-RA	Lajes do Pico	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT27064/2022	2022-02-01	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.88	3-7 days ago	Europe	Europe	INSA		LX V TEJO	Alenquer	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT26210/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.88	One month ago	Europe	Europe	INSA		ACORES-RA	Lajes do Pico	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT26211/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.88	One month ago	Europe	Europe	INSA		ACORES-RA	Lajes do Pico	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
Portugal/PT25570/2022	2022-01-11	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.88	One month ago	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	1.66	Weekly
